num_ref,nombre_buque,numero_imo,causa_arribo,bandera,tbr,eslora,manga,tipo_embarcacion,calado_maximo,linea_naviera,puerto_anterior,fecha_hora_arribo,siguiente_puerto,fecha_hora_zarpe,trafico_movimiento,tipo_carga,producto,toneladas,vehiculos,muelle,terminal,maniobrista,horas_buque_puerto,horas_buque_muelle,horas_buque_operacion,mes,anio
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-15 09:30:00,"La Paz, Bc",2025-05-15 18:02:00,cabotaje salida,general suelta,mercancías diversas,3033.66,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
46.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-17 09:30:00,"La Paz, Bc",2025-05-17 17:59:00,cabotaje entrada,general suelta,mercancías diversas,2092.9,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",9.0,8.0,5.2,mayo,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-17 09:30:00,"La Paz, Bc",2025-05-17 17:59:00,cabotaje salida,general suelta,mercancías diversas,3265.51,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
47.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-20 10:13:00,"La Paz, Bc",2025-05-20 17:54:00,cabotaje entrada,general suelta,mercancías diversas,2396.3,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",9.0,8.0,5.2,mayo,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-20 10:13:00,"La Paz, Bc",2025-05-20 17:54:00,cabotaje salida,general suelta,mercancías diversas,3200.005,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
48.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-22 09:47:00,"La Paz, Bc",2025-05-22 18:12:00,cabotaje entrada,general suelta,mercancías diversas,2533.4,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",9.0,8.0,5.2,mayo,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-22 09:47:00,"La Paz, Bc",2025-05-22 18:12:00,cabotaje salida,general suelta,mercancías diversas,2800.19,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
49.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-24 10:18:00,"La Paz, Bc",2025-05-24 18:05:00,cabotaje entrada,general suelta,mercancías diversas,2600.3,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",9.0,8.0,5.2,mayo,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-24 10:18:00,"La Paz, Bc",2025-05-24 18:05:00,cabotaje salida,general suelta,mercancías diversas,3239.8,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
50.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-27 10:50:00,"La Paz, Bc",2025-05-27 18:02:00,cabotaje entrada,general suelta,mercancías diversas,2072.3,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",8.0,7.0,4.55,mayo,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-27 10:50:00,"La Paz, Bc",2025-05-27 18:02:00,cabotaje salida,general suelta,mercancías diversas,3082.89,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
51.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-29 10:30:00,"La Paz, Bc",2025-05-29 18:04:00,cabotaje entrada,general suelta,mercancías diversas,2258.4,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",8.0,7.0,4.55,mayo,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-29 10:30:00,"La Paz, Bc",2025-05-29 18:04:00,cabotaje salida,general suelta,mercancías diversas,2509.94,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
52.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-31 10:54:00,"La Paz, Bc",2025-05-31 20:51:00,cabotaje entrada,general suelta,mercancías diversas,2197.0,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",11.0,10.0,6.5,mayo,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-05-31 10:54:00,"La Paz, Bc",2025-05-31 20:51:00,cabotaje salida,general suelta,mercancías diversas,3217.41,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,mayo,2025
53.0,El Duque,9766102.0,desembarque,Mexicana,2042.0,68.15,14.0,atunero,6.0,"Hersea, S.A. de C.V.",Via la Pesca,2025-04-27 16:00:00,Via la Pesca,2025-05-14 22:32:00,cabotaje entrada,general suelta,atun a granel,220.255,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
54.0,Hanna,9363247.0,desembarque,Mexicana,1755.3,78.3,14.0,atunero,7.0,Pesca Azteca,Via la Pesca,2025-04-23 04:15:00,Via la Pesca,2025-05-13 19:29:00,cabotaje entrada,general suelta,atun a granel,1021.921,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
55.0,Azteca 5,8113413.0,desembarque,Mexicana,1633.59,69.0,13.0,atunero,6.0,Pesca Azteca,Via la Pesca,2025-04-23 15:00:00,Via la Pesca,2025-05-14 19:53:00,cabotaje entrada,general suelta,atun a granel,736.2,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
56.0,Doña Tere,9685592.0,desembarque,Mexicana,2042.0,68.15,14.0,atunero,6.0,Pesca Azteca,Via la Pesca,2025-04-28 07:50:00,Via la Pesca,2025-05-18 23:30:00,cabotaje entrada,general suelta,atun a granel,1045.37,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
57.0,Azteca 7,8111362.0,desembarque,Mexicana,1829.8,70.71,13.0,atunero,6.0,Pesca Azteca,Via la Pesca,2025-04-30 19:00:00,Via la Pesca,2025-05-20 02:00:00,cabotaje entrada,general suelta,atun a granel,816.204,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
58.0,Azteca 9,8102309.0,desembarque,Mexicana,1012.75,50.35,50.0,atunero,5.0,Pesca Azteca,Via la Pesca,2025-05-07 05:30:00,Via la Pesca,2025-05-23 20:13:00,cabotaje entrada,general suelta,atun a granel,496.628,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
59.0,Franz,9363235.0,desembarque,Mexicana,1755.0,79.0,14.0,atunero,6.0,Pesca Azteca,Via la Pesca,2025-05-06 16:50:00,Via la Pesca,2025-05-25 07:30:00,cabotaje entrada,general suelta,atun a granel,1037.539,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
60.0,Camila,9685580.0,desembarque,Mexicana,2042.0,79.5,14.0,atunero,7.0,Pesca Azteca,Via la Pesca,2025-05-07 15:30:00,Via la Pesca,sin dato,cabotaje entrada,general suelta,atun a granel,1113.129,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
61.0,Nair Ii,8102347.0,desembarque,Mexicana,1302.0,72.0,12.0,atunero,6.0,Atuneros Unidos de California S.A de C.V,Via la Pesca,2025-05-10 15:15:00,Via la Pesca,2025-05-29 18:50:00,cabotaje entrada,general suelta,atun a granel,777.533,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
62.0,Tamara,9675523.0,desembarque,Mexicana,2042.0,79.0,14.0,atunero,5.0,Pesca Azteca,Via la Pesca,2025-05-10 17:25:00,Via la Pesca,2025-06-03 16:45:00,cabotaje entrada,general suelta,atun a granel,1058.578,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
63.0,Mazpesca 2,7435266.0,desembarque,Mexicana,1350.0,65.6,12.0,atunero,6.0,Pesca Azteca,Via la Pesca,2025-05-12 16:35:00,Via la Pesca,2025-06-03 16:50:00,cabotaje entrada,general suelta,atun a granel,779.284,,PINSA,Pinsa,Pesca Azteca,,,,mayo,2025
64.0,Oaxaca Star,9314363.0,descarga,Mexicana,9990.0,139.9,22.0,containero,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-05-03 18:30:00,"Guaymas, Son",2025-05-05 23:47:00,altura / importación,general contenerizada,contenedores,4082.243950000001,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,53.0,52.0,33.800000000000004,mayo,2025
,Oaxaca Star,9314363.0,carga,Mexicana,9990.0,139.9,22.0,containero,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-05-03 18:30:00,"Guaymas, Son",2025-05-05 23:47:00,altura / exportación,general contenerizada,contenedores,4455.581999999999,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,,,,mayo,2025
65.0,Nyk Joanna,9387449.0,descarga,Singapur,27003.0,210.0,30.0,containero,12.0,Ocean Network Express (One),"Los Angeles, Ca",2025-05-03 14:30:00,"Manzanillo, Col",2025-05-04 04:08:00,altura / importación,general contenerizada,contenedores,2601.279157,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,13.0,12.0,7.800000000000001,mayo,2025
,Nyk Joanna,9387449.0,carga,Singapur,27003.0,210.0,30.0,containero,12.0,Ocean Network Express (One),"Los Angeles, Ca",2025-05-03 14:30:00,"Manzanillo, Col",2025-05-04 04:08:00,altura / exportación,general contenerizada,contenedores,945.097,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,,,,mayo,2025
66.0,Nyk Laura,9406752.0,descarga,Panama,27003.0,210.0,30.0,containero,12.0,Nyk Shipmanagement Pte Ltd,"Los Angeles, Ca",2025-05-10 05:30:00,"Manzanillo, Col",2025-05-10 22:45:00,altura / importación,general contenerizada,contenedores,1390.0727109999998,,4,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,16.0,15.0,9.75,mayo,2025
,Nyk Laura,9406752.0,carga,Panama,27003.0,210.0,30.0,containero,12.0,Nyk Shipmanagement Pte Ltd,"Los Angeles, Ca",2025-05-10 05:30:00,"Manzanillo, Col",2025-05-10 22:45:00,altura / exportación,general contenerizada,contenedores,2427.3,,4,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,,,,mayo,2025
67.0,Oaxaca Star,9314363.0,descarga,Mexicana,9990.0,139.9,22.0,containero,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-05-14 05:45:00,"Guaymas, Son",2025-05-15 22:01:00,altura / importación,general contenerizada,contenedores,4178.973286999999,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,41.0,40.0,26.0,mayo,2025
,Oaxaca Star,9314363.0,carga,Mexicana,9990.0,139.9,22.0,containero,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-05-14 05:45:00,"Guaymas, Son",2025-05-15 22:01:00,altura / exportación,general contenerizada,contenedores,4552.572,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,,,,mayo,2025
68.0,Aliaga Express,9751092.0,descarga,Malta,31425.0,185.99,35.0,containero,8.0,Arneb Shipping Company Limited,"Los Angeles, Ca",2025-05-17 13:50:00,"Manzanillo, Col",2025-05-18 00:55:00,altura / importación,general contenerizada,contenedores,1307.8858460000004,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,11.0,10.0,6.5,mayo,2025
,Aliaga Express,9751092.0,carga,Malta,31425.0,185.99,35.0,containero,8.0,Arneb Shipping Company Limited,"Los Angeles, Ca",2025-05-17 13:50:00,"Manzanillo, Col",2025-05-18 00:55:00,altura / exportación,general contenerizada,contenedores,559.8947000000001,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,,,,mayo,2025
69.0,Nyk Silvia,9419656.0,descarga,Islas Marshall,27003.0,210.0,30.0,containero,8.0,Anglo-Eastern Ship Managment Limited,"Los Angeles, Ca",2025-05-24 21:30:00,Manzanillo,2025-05-25 13:07:00,altura / importación,general contenerizada,contenedores,2102.749956,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,16.0,15.0,9.75,mayo,2025
,Nyk Silvia,9419656.0,carga,Islas Marshall,27003.0,210.0,30.0,containero,8.0,Anglo-Eastern Ship Managment Limited,"Los Angeles, Ca",2025-05-24 21:30:00,Manzanillo,2025-05-25 13:07:00,altura / exportación,general contenerizada,contenedores,1784.062,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,,,,mayo,2025
70.0,Oaxaca Star,9314363.0,descarga,Mexicana,9990.0,139.9,22.0,containero,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-05-30 05:55:00,Lazaro Cardenas,2025-05-31 20:18:00,altura / importación,general contenerizada,contenedores,2076.184403,,4,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,39.0,38.0,24.7,mayo,2025
,Oaxaca Star,9314363.0,carga,Mexicana,9990.0,139.9,22.0,containero,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-05-30 05:55:00,Lazaro Cardenas,2025-05-31 20:18:00,altura / exportación,general contenerizada,contenedores,5849.328,,4,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,,,,mayo,2025
71.0,Uog Oslo,9451707.0,desembarque,Islas Marshall,29155.0,183.17,32.24,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-04-30 08:30:00,"Acapulco, Gro",2025-05-01 06:33:00,cabotaje entrada,petroleos y derivados,gasolina,2782.65,,PEMEX,Mazatlan,Pemex,12.0,11.0,7.15,mayo,2025
,Uog Oslo,9451707.0,desembarque,Islas Marshall,29155.0,183.17,32.24,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-04-30 08:30:00,"Acapulco, Gro",2025-05-01 06:33:00,cabotaje entrada,petroleos y derivados,diesel,3718.89,,PEMEX,Mazatlan,Pemex,,,,mayo,2025
72.0,Green Planet,9669914.0,desembarque,Liberia,30264.0,183.0,32.0,petrolero,10.0,Clearlake Shipping Pte Ltd,"Acapulco, Gro",2025-04-25 03:00:00,"Guaymas, Son",2025-05-06 14:15:00,sin dato,petroleos y derivados,gasolina,3713.01,,PEMEX,Mazatlan,Pemex,1.0,,0.0,mayo,2025
73.0,Clearocean Mathilde,9800180.0,desembarque,Liberia,29463.0,183.06,32.2,petrolero,13.31,Ishima Pte Ltd,"Acapulco, Gro",2025-05-04 15:30:00,"Lazaro Cardenas, Mexico",2025-05-05 21:27:00,cabotaje entrada,petroleos y derivados,gasolina,9946.07,,PEMEX,Mazatlan,Pemex,29.0,28.0,18.2,mayo,2025
,Clearocean Mathilde,9800180.0,desembarque,Liberia,29463.0,183.06,32.2,petrolero,13.31,Ishima Pte Ltd,"Acapulco, Gro",2025-05-04 15:30:00,"Lazaro Cardenas, Mexico",2025-05-05 21:27:00,cabotaje entrada,petroleos y derivados,diesel,4901.31,,PEMEX,Mazatlan,Pemex,,,,mayo,2025
74.0,Green Planet,9669914.0,desembarque,Liberia,30264.0,183.0,32.0,petrolero,10.0,Clearlake Shipping Pte Ltd,"Acapulco, Gro",2025-04-25 03:00:00,"Guaymas, Son",2025-05-06 14:15:00,sin dato,petroleos y derivados,gasolina,2624.28,,PEMEX,Mazatlan,Pemex,1.0,,0.0,mayo,2025
75.0,Texistepec,9642916.0,desembarque,Mexicana,30159.0,183.0,32.0,petrolero,10.0,Pemex Refinacion,"Acapulco, Gro",2025-05-08 15:30:00,"Salina Cruz, Oa",2025-05-09 17:40:00,cabotaje entrada,petroleos y derivados,gasolina,6469.66,,PEMEX,Mazatlan,Pemex,1.0,,0.0,mayo,2025
,Texistepec,9642916.0,desembarque,Mexicana,30159.0,183.0,32.0,petrolero,10.0,Pemex Refinacion,"Acapulco, Gro",2025-05-08 15:30:00,"Salina Cruz, Oa",2025-05-09 17:40:00,cabotaje entrada,petroleos y derivados,gasolina,7060.79,,PEMEX,Mazatlan,Pemex,1.0,,0.0,mayo,2025
76.0,Stavanger Pride,9856062.0,desembarque,Noruega,29914.0,183.0,32.0,petrolero,13.0,Dampskibsselskabet Nordem A/S,"Topolobampo, Sin",2025-05-09 00:01:00,"Acapulco, Gro",2025-05-11 05:34:00,sin dato,petroleos y derivados,gasolina,5345.36,,PEMEX,Mazatlan,Pemex,36.0,35.0,22.75,mayo,2025
77.0,Raramuri,9642928.0,desembarque,Mexico,30088.0,183.0,32.0,petrolero,13.0,Dampskibsselskabet Nordem A/S,"La Paz, Bc",2025-05-12 10:15:00,"Salina Cruz, Oa",2025-05-13 02:34:00,cabotaje entrada,petroleos y derivados,diesel,4736.83,,PEMEX,Mazatlan,Pemex,16.0,15.0,9.75,mayo,2025
78.0,Uog Oslo,9451707.0,desembarque,Islas Marshall,29155.0,183.17,32.24,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-05-13 19:43:00,"Acapulco, Gro",2025-05-14 15:25:00,cabotaje entrada,petroleos y derivados,diesel,3864.62,,PEMEX,Mazatlan,Pemex,20.0,19.0,12.35,mayo,2025
,Uog Oslo,9451707.0,desembarque,Islas Marshall,29155.0,183.17,32.24,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-05-13 19:43:00,"Acapulco, Gro",2025-05-14 15:25:00,cabotaje entrada,petroleos y derivados,gasolina,4700.91,,PEMEX,Mazatlan,Pemex,,,,mayo,2025
79.0,San Jack,9859181.0,desembarque,Singapur,30087.0,183.0,32.0,petrolero,13.0,Chevron Shipping Company C/O Gac Hub Services Dwc Llc,"Topolobampo, Sin",2025-05-15 07:50:00,"Guaymas, Son",2025-05-16 17:14:00,sin dato,petroleos y derivados,gasolina,9512.01,,PEMEX,Mazatlan,Pemex,31.0,30.0,19.5,mayo,2025
80.0,Green Sky,9676515.0,desembarque,Liberia,30263.0,183.0,32.0,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-05-14 14:30:00,"La Paz, Bc",2025-05-17 16:07:00,sin dato,petroleos y derivados,gasolina,4907.54,,PEMEX,Mazatlan,Pemex,23.0,22.0,14.3,mayo,2025
81.0,Clearocean Hickory,9916616.0,desembarque,Singapur,29530.0,183.0,32.0,petrolero,10.0,Pemex Logistica,"La Paz, Bc",2025-05-17 18:16:00,"Topolobampo, Sin",2025-05-18 19:35:00,sin dato,petroleos y derivados,diesel,8380.43,,PEMEX,Mazatlan,Pemex,25.0,24.0,15.6,mayo,2025
,Clearocean Hickory,9916616.0,desembarque,Singapur,29530.0,183.0,32.0,petrolero,10.0,Pemex Logistica,"La Paz, Bc",2025-05-17 18:16:00,"Topolobampo, Sin",2025-05-18 19:35:00,sin dato,petroleos y derivados,gasolina,8182.27,,PEMEX,Mazatlan,Pemex,,,,mayo,2025
82.0,Green Sky,9676515.0,desembarque,Liberia,30263.0,183.0,32.0,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-05-21 11:50:00,"La Paz, Bc",2025-05-28 17:15:00,sin dato,petroleos y derivados,gasolina,414.63,,PEMEX,Mazatlan,Pemex,23.0,22.0,14.3,mayo,2025
83.0,Clearocean Mathilde,9800180.0,desembarque,Liberia,29463.0,183.06,32.2,petrolero,13.31,Ishima Pte Ltd,"Acapulco, Gro",2025-05-23 12:20:00,"Salina Cruz, Oa",2025-05-24 19:51:00,cabotaje entrada,petroleos y derivados,diesel,4577.58,,PEMEX,Mazatlan,Pemex,32.0,31.0,20.15,mayo,2025
,Clearocean Mathilde,9800180.0,desembarque,Liberia,29463.0,183.06,32.2,petrolero,13.31,Ishima Pte Ltd,"Acapulco, Gro",2025-05-23 12:20:00,"Salina Cruz, Oa",2025-05-24 19:51:00,cabotaje entrada,petroleos y derivados,gasolina,8823.78,,PEMEX,Mazatlan,Pemex,,,,mayo,2025
84.0,Green Sky,9676515.0,desembarque,Liberia,30263.0,183.0,32.0,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-05-21 11:50:00,"La Paz, Bc",2025-05-28 17:15:00,sin dato,petroleos y derivados,gasolina,2808.46,,PEMEX,Mazatlan,Pemex,19.0,18.0,11.7,mayo,2025
85.0,Solar Katherine,9882396.0,desembarque,Panama,29591.0,183.0,32.0,petrolero,9.0,Shell International Trading And Shipping Company Limited C/O Vopak Agencies Americas Corp,"Rosarito, B.C.",2025-05-25 15:30:00,"Topolobampo, Sin",2025-05-27 15:42:00,sin dato,petroleos y derivados,diesel,9399.55,,PEMEX,Mazatlan,Pemex,29.0,28.0,18.2,mayo,2025
86.0,Green Sky,9676515.0,desembarque,Liberia,30263.0,183.0,32.0,petrolero,9.0,Clearlake Shipping Pte Ltd,"Manzanillo, Col",2025-05-21 11:50:00,"La Paz, Bc",2025-05-28 17:15:00,sin dato,petroleos y derivados,diesel,2839.83,,PEMEX,Mazatlan,Pemex,25.0,24.0,15.6,mayo,2025
87.0,Lindager,9725299.0,desembarque,Noruega,30945.0,186.0,32.0,petrolero,10.0,Westfal-Larsen Management As,"Topolobampo, Sin",2025-05-29 10:00:00,"La Paz, Bc",2025-05-30 13:00:00,altura / importación,petroleos y derivados,gasolina,4643.0,,PEMEX,Mazatlan,Pemex,15.0,14.0,9.1,mayo,2025
