num_ref,nombre_buque,numero_imo,causa_arribo,bandera,tbr,eslora,manga,tipo_embarcacion,calado_maximo,linea_naviera,puerto_anterior,fecha_hora_arribo,siguiente_puerto,fecha_hora_zarpe,trafico_movimiento,tipo_carga,producto,toneladas,vehiculos,cajas_20,cajas_40,muelle,terminal,maniobrista,horas_buque_puerto,horas_buque_muelle,horas_buque_operacion,mes,anio
,Mexico Star,9138800.0,embarque,Mexicana,21171.0,183.0,26.0,transbordador,7.0,"Baja Ferries, S.A. de C.V.","La Paz, Bc",2025-02-23 08:30:00,"La Paz, Bc",2025-02-23 16:25:00,cabotaje salida,general suelta,mercancías diversas,4041.01,,,,T-1,Transbordadores,"Baja Ferries, S.A. de C.V.",,,,febrero,2025
34.0,Mexico Star,9138800.0,desembarque,Mexicana,21171.0,183.0,26.0,transbordador,7.0,"Baja Ferries, S.A. de C.V.","La Paz, Bc",2025-02-26 08:50:00,"La Paz, Bc",2025-02-26 16:25:00,cabotaje entrada,general suelta,mercancías diversas,1962.75,,,,T-1,Transbordadores,"Baja Ferries, S.A. de C.V.",8.0,7.0,4.55,febrero,2025
,Mexico Star,9138800.0,embarque,Mexicana,21171.0,183.0,26.0,transbordador,7.0,"Baja Ferries, S.A. de C.V.","La Paz, Bc",2025-02-26 08:50:00,"La Paz, Bc",2025-02-26 16:25:00,cabotaje salida,general suelta,mercancías diversas,3962.686,,,,T-1,Transbordadores,"Baja Ferries, S.A. de C.V.",,,,febrero,2025
35.0,Mexico Star,9138800.0,desembarque,Mexicana,21171.0,183.0,26.0,transbordador,7.0,"Baja Ferries, S.A. de C.V.","La Paz, Bc",2025-02-28 08:53:00,"La Paz, Bc",2025-02-28 16:20:00,cabotaje entrada,general suelta,mercancías diversas,1936.45,,,,T-1,Transbordadores,"Baja Ferries, S.A. de C.V.",9.0,8.0,5.2,febrero,2025
,Mexico Star,9138800.0,embarque,Mexicana,21171.0,183.0,26.0,transbordador,7.0,"Baja Ferries, S.A. de C.V.","La Paz, Bc",2025-02-28 08:53:00,"La Paz, Bc",2025-02-28 16:20:00,cabotaje salida,general suelta,mercancías diversas,2712.37,,,,T-1,Transbordadores,"Baja Ferries, S.A. de C.V.",,,,febrero,2025
36.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-02-01 09:26:00,"La Paz, Bc",2025-02-01 18:22:00,cabotaje entrada,general suelta,mercancías diversas,1629.9,,,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",10.0,9.0,5.8500000000000005,febrero,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-02-01 09:26:00,"La Paz, Bc",2025-02-01 18:22:00,cabotaje salida,general suelta,mercancías diversas,2803.27,,,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,febrero,2025
37.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-02-04 09:12:00,"La Paz, Bc",2025-02-04 18:16:00,cabotaje entrada,general suelta,mercancías diversas,980.6,,,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",10.0,9.0,5.8500000000000005,febrero,2025
,San Jorge,9186637.0,embarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-02-04 09:12:00,"La Paz, Bc",2025-02-04 18:16:00,cabotaje salida,general suelta,mercancías diversas,2825.81,,,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",,,,febrero,2025
38.0,San Jorge,9186637.0,desembarque,Mexicana,13073.0,142.0,23.0,transbordador,6.0,"Transportacion Maritima de California, S.A. de C.V.","La Paz, Bc",2025-02-06 09:00:00,"La Paz, Bc",2025-02-06 18:09:00,cabotaje entrada,general suelta,mercancías diversas,1707.8,,,,T-2,Transbordadores,"Transportacion Maritima de California, S.A.De C.V.",10.0,9.0,5.8500000000000005,febrero,2025
