num_ref,nombre_buque,numero_imo,causa_arribo,bandera,tbr,eslora,manga,tipo_embarcacion,calado_maximo,linea_naviera,puerto_anterior,fecha_hora_arribo,siguiente_puerto,fecha_hora_zarpe,trafico_movimiento,tipo_carga,producto,toneladas,vehiculos,cajas_20,cajas_40,muelle,terminal,maniobrista,horas_buque_puerto,horas_buque_muelle,horas_buque_operacion,mes,anio
59.0,Oaxaca Star,9314363.0,descarga,mexicana,9990.0,139.9,22.0,contenedor,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-06-08 03:30:00,"Guaymas, Son",2025-06-10 05:25:00,altura / importación,general contenerizada,contenedores,4876.49285,,342.0,68.0,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,50.0,49.0,31.85,junio,2025
60.0,Nyk Laura,9406752.0,descarga,panamá,27003.0,210.0,30.0,contenedor,12.0,Nyk Shipmanagement Pte Ltd,"Los Angeles, Ca",2025-06-15 06:45:00,"Manzanillo, Col",2025-06-15 23:26:00,altura / importación,general contenerizada,contenedores,2962.866046,,120.0,95.0,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,17.0,16.0,10.4,junio,2025
61.0,Oaxaca Star,9314363.0,descarga,mexicana,9990.0,139.9,22.0,contenedor,8.0,Baja Ferries S.A. de C.V,Lazaro Cardenas,2025-06-23 11:53:00,Lazaro Cardenas,2025-06-24 20:45:00,altura / importación,general contenerizada,contenedores,5560.518072,,204.0,205.0,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,33.0,32.0,20.8,junio,2025
62.0,Aliaga Express,9751092.0,descarga,malta,31425.0,185.99,35.0,contenedor,8.0,Arneb Shipping Company Limited,"Los Angeles, Ca",2025-06-21 18:00:00,"Manzanillo, Col",2025-06-22 10:15:00,altura / importación,general contenerizada,contenedores,339.6166,,138.0,19.0,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,11.0,10.0,6.5,junio,2025
64.0,Nyk Silvia,9419656.0,descarga,islas marshall,27003.0,210.0,30.0,contenedor,8.0,Anglo-Eastern Ship Managment Limited,"Los Angeles, Ca",2025-06-29 13:45:00,Manzanillo,2025-06-30 10:20:00,altura / importación,general contenerizada,contenedores,2802.106457,,106.0,126.0,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,20.0,19.0,12.35,junio,2025
65.0,Clearocean Hickory,9916616.0,desembarque,singapur,29530.0,183.0,32.0,petrolero,10.0,Pemex Logistica,"La Paz, Bc",2025-06-01 13:30:00,"Topolobampo, Sin",2025-06-02 10:27:00,cabotaje entrada,petroleos y derivados,gasolina,4661.33,,,,PEMEX,Mazatlan,Pemex,20.0,19.0,12.35,junio,2025
66.0,Clearocean Mathilde,9800180.0,desembarque,liberia,29463.0,183.06,32.2,petrolero,13.31,Ishima Pte Ltd,"Salina Cruz, Oa",2025-06-01 19:10:00,"Guaymas, Son",2025-06-03 18:35:00,cabotaje entrada,petroleos y derivados,diesel,6481.84,,,,PEMEX,Mazatlan,Pemex,31.0,30.0,19.5,junio,2025
67.0,Nord Vantage,9830252.0,desembarque,liberia,29557.0,183.0,32.0,petrolero,9.0,Dampskibsselskabet Nordem A/S,"Rosarito, B.C.",2025-06-04 03:18:00,"Guaymas, Son",2025-06-05 09:55:00,altura / importación,petroleos y derivados,gasolina,3486.4,,,,PEMEX,Mazatlan,Pemex,30.0,29.0,18.85,junio,2025
68.0,Raramuri,9642928.0,desembarque,mexicana,30088.0,183.0,32.0,petrolero,13.0,Dampskibsselskabet Nordem A/S,"Manzanillo, Col",2025-06-08 18:30:00,"La Paz, Bc",2025-06-09 17:40:00,cabotaje entrada,petroleos y derivados,diesel,1340.61,,,,PEMEX,Mazatlan,Pemex,23.0,22.0,14.3,junio,2025
69.0,Seaways Loma,9717773.0,desembarque,islas marshall,29806.0,183.0,32.0,petrolero,13.0,Meritus Holdings,"Manzanillo, Col",2025-06-09 07:50:00,"Balboa, Panamá",2025-06-11 00:10:00,altura / importación,petroleos y derivados,diesel,9950.63,,,,PEMEX,Mazatlan,Pemex,31.0,30.0,19.5,junio,2025
